t,acc
32.41,-11.875
32.42,-13.49
32.43,-15.127
32.44,-15.801
32.45,-14.655
32.46,-11.526
32.47,-7.141
32.48,-0.611
32.49,-4.156
32.5,-10.343
32.51,-17.618
32.52,-23.861
32.53,-27.058
32.54,-26.124
32.55,-21.55
32.56,-11.1
32.57,-16.882
32.58,-27.243
32.59,-38.87
32.6,-47.483
32.61,-49.507
32.62,-43.524
32.63,-30.9
32.64,5.611
32.65,4.303
32.66,-5.462
32.67,-20.925
32.68,-37.647
32.69,-50.851
32.7,-56.843
32.71,-54.087
32.72,-13.798
32.73,-3.156
32.74,0.387
32.75,-3.785
32.76,-14.046
32.77,-27.227
32.78,-39.763
32.79,-48.85
32.8,-49.44
32.81,-44.016
32.82,-37.593
32.83,-30.401
32.84,-22.314
32.85,-13.391
32.86,-4.243
32.87,4.041
32.88,16.306
32.89,17.539
32.9,19.383
32.91,22.702
32.92,27.506
32.93,33.076
32.94,38.462
32.95,43.015
32.96,52.47
32.97,54.976
32.98,56.744
32.99,57.139
33,55.793
33.01,52.928
33.02,49.359
33.03,46.169
33.04,45.702
33.05,48.757
33.06,53.084
33.07,58.606
33.08,65.22
33.09,72.545
33.1,79.774
33.11,85.8
33.12,87.945
33.13,82.733
33.14,75.199
33.15,65.95
33.16,55.713
33.17,45.455
33.18,36.428
33.19,29.944
33.2,31.354
33.21,36.585
33.22,41.758
33.23,45.562
33.24,47.27
33.25,46.773
33.26,44.453
33.27,41.045
33.28,34.328
33.29,35.908
33.3,39.267
33.31,43.118
33.32,45.744
33.33,45.643
33.34,42.158
33.35,35.8
33.36,17.823
33.37,19.023
33.38,25.644
33.39,37.003
33.4,51.083
33.41,64.829
33.42,74.808
33.43,78.104
33.44,41.991
33.45,21.337
33.46,2.213
33.47,-12.175
33.48,-19.769
33.49,-19.903
33.5,-13.228
33.51,-1.421
33.52,41.919
33.53,52.52
33.54,59.519
33.55,62.833
33.56,62.686
33.57,59.413
33.58,53.45
33.59,45.423
33.6,18.322
33.61,11.161
33.62,5.605
33.63,1.684
33.64,-0.504
33.65,-0.721
33.66,1.143
33.67,4.624
33.68,9.097
33.69,3.559
33.7,-5.044
33.71,-14.129
33.72,-20.701
33.73,-22.738
33.74,-20.092
33.75,-14.358
33.76,3.914
33.77,10.698
33.78,20.13
33.79,32.254
33.8,44.963
33.81,54.631
33.82,57.764
33.83,52.705
33.84,6.225
33.85,-9.988
33.86,-24.187
33.87,-36.679
33.88,-47.472
33.89,-55.372
33.9,-58.139
33.91,-53.674
33.92,-3.653
33.93,13.369
33.94,23.805
33.95,25.8
33.96,19.561
33.97,6.832
33.98,-9.809
33.99,-27.451
34,-57.661
34.01,-53.296
34.02,-41.483
34.03,-24.644
34.04,-6.449
34.05,9.097
34.06,18.639
34.07,20.222
34.08,-16.897
34.09,-34.688
34.1,-49.817
34.11,-59.98
34.12,-64.221
34.13,-62.872
34.14,-57.04
34.15,-47.97
34.16,-11.04
34.17,0.233
34.18,7.447
34.19,8.398
34.2,2.139
34.21,-10.328
34.22,-26.17
34.23,-41.712
34.24,-63.616
34.25,-63.389
34.26,-62.265
34.27,-61.518
34.28,-61.343
34.29,-61.082
34.3,-59.828
34.31,-57.031
34.32,-43.507
34.33,-40.368
34.34,-38.931
34.35,-38.904
34.36,-39.398
34.37,-39.242
34.38,-37.409
34.39,-33.404
34.4,-13.305
34.41,-7.265
34.42,-2.779
34.43,0.184
34.44,2.046
34.45,3.275
34.46,4.066
34.47,4.211
34.48,-2.071
34.49,-4.856
34.5,-5.508
34.51,-2.385
34.52,5.131
34.53,16.035
34.54,27.741
34.55,36.871
34.56,28.202
34.57,15.754
34.58,3.373
34.59,-6.078
34.6,-11.159
34.61,-12.06
34.62,-10.129
34.63,-7.045
34.64,0.933
34.65,4.01
34.66,8.173
34.67,13.102
34.68,17.504
34.69,19.38
34.7,16.733
34.71,8.523
34.72,-33.11
34.73,-40.579
34.74,-39.688
34.75,-30.586
34.76,-16.11
34.77,-0.772
34.78,10.885
34.79,15.874
34.8,-3.544
34.81,-11.334
34.82,-14.196
34.83,-10.38
34.84,0.165
34.85,15.828
34.86,33.717
34.87,50.362
34.88,68.342
34.89,63.083
34.9,55.244
34.91,47.066
34.92,40.007
34.93,34.638
34.94,31.087
34.95,29.634
34.96,44.386
34.97,55.638
34.98,67.414
34.99,77.113
35,82.766
35.01,83.862
35.02,81.457
35.03,77.524
35.04,70.322
35.05,69.454
35.06,68.397
35.07,67.241
35.08,66.606
35.09,67
35.1,68.068
35.11,68.288
35.12,43.364
35.13,25.004
35.14,5.476
35.15,-11.046
35.16,-20.88
35.17,-22.056
35.18,-14.92
35.19,-1.938
35.2,33.883
35.21,34.264
35.22,26.941
35.23,13.186
35.24,-4.324
35.25,-21.984
35.26,-35.937
35.27,-42.896
35.28,-11.943
35.29,9.772
35.3,31.049
35.31,48.039
35.32,58.028
35.33,59.995
35.34,54.762
35.35,44.715
35.36,18.769
35.37,20.029
35.38,27.159
35.39,38.419
35.4,51.063
35.41,62.043
35.42,68.732
35.43,69.501
35.44,39.73
35.45,25.945
35.46,15.033
35.47,9.514
35.48,10.885
35.49,19.26
35.5,33.267
35.51,50.243
35.52,85.127
35.53,83.332
35.54,74.854
35.55,62.528
35.56,50.19
35.57,41.389
35.58,38.118
35.59,40.081
35.6,48.689
35.61,42.758
35.62,31.465
35.63,17.217
35.64,3.493
35.65,-6.26
35.66,-9.567
35.67,-5.451
35.68,38.953
35.69,55.374
35.7,67.499
35.71,73.107
35.72,71.113
35.73,61.65
35.74,45.899
35.75,25.776
35.76,-37.335
35.77,-51.885
35.78,-60.699
35.79,-63.55
35.8,-61.086
35.81,-54.463
35.82,-44.813
35.83,-32.876
35.84,11.006
35.85,23.626
35.86,31.165
35.87,31.641
35.88,24.933
35.89,13.241
35.9,0.492
35.91,-9.141
35.92,-4.266
35.93,2.15
35.94,4.884
35.95,1.316
35.96,-9.246
35.97,-25.457
35.98,-44.32
35.99,-61.896
36,-73.555
36.01,-61.261
36.02,-45.341
36.03,-30.629
36.04,-21.323
36.05,-19.512
36.06,-24.544
36.07,-33.49
36.08,-48.11
36.09,-43.021
36.1,-34.286
36.11,-24.516
36.12,-16.616
36.13,-13.154
36.14,-15.761
36.15,-24.59
36.16,-64.766
36.17,-70.266
36.18,-67.087
36.19,-55.334
36.2,-37.346
36.21,-16.926
36.22,1.759
36.23,15.202
36.24,9.942
36.25,-4.107
36.26,-19.713
36.27,-33.235
36.28,-41.607
36.29,-43.337
36.3,-39.173
36.31,-32.003
36.32,-28.755
36.33,-37.969
36.34,-48.311
36.35,-55.517
36.36,-56.672
36.37,-51.608
36.38,-42.941
36.39,-34.683
36.4,-31.828
36.41,-31.59
36.42,-25.233
36.43,-11.195
36.44,8.628
36.45,29.494
36.46,45.742
36.47,53.117
36.48,25.399
36.49,12.32
36.5,4.179
36.51,2.576
36.52,6.913
36.53,14.892
36.54,23.242
36.55,28.481
36.56,3.825
36.57,-15.657
36.58,-34.269
36.59,-46.712
36.6,-49.354
36.61,-41.915
36.62,-27.848
36.63,-13.043
36.64,-9.289
36.65,-21.533
36.66,-34.773
36.67,-45.941
36.68,-53.977
36.69,-59.321
36.7,-62.552
36.71,-63.302
36.72,-38.545
36.73,-21.68
36.74,-4.556
36.75,9.403
36.76,17.521
36.77,18.295
36.78,11.332
36.79,-2.648
36.8,-54.862
36.81,-57.261
36.82,-44.018
36.83,-15.824
36.84,21.119
36.85,56.723
36.86,80.574
36.87,85.798
36.88,6.392
36.89,-27.034
36.9,-51.083
36.91,-61.728
36.92,-58.036
36.93,-41.758
36.94,-16.785
36.95,11.583
36.96,67.145
36.97,68.162
36.98,62.046
36.99,51.308
37,37.983
37.01,23.479
37.02,9.233
37.03,-2.559
37.04,2.563
37.05,18.634
37.06,35.559
37.07,47.17
37.08,48.726
37.09,38.8
37.1,19.786
37.11,-3.068
37.12,-38.25
37.13,-28.856
37.14,-9.85
37.15,15.511
37.16,43.283
37.17,69.601
37.18,91.253
37.19,106.019
37.2,104.016
37.21,91.957
37.22,78.794
37.23,68.156
37.24,63.239
37.25,65.805
37.26,75.445
37.27,89.511
37.28,118.849
37.29,116.232
37.3,108.24
37.31,97.204
37.32,84.928
37.33,71.86
37.34,57.282
37.35,40.393
37.36,-10.847
37.37,-17.229
37.38,-14.231
37.39,-3.325
37.4,11.134
37.41,23.387
37.42,28.305
37.43,23.07
37.44,-38.541
37.45,-59.319
37.46,-71.212
37.47,-70.217
37.48,-54.868
37.49,-27.124
37.5,7.571
37.51,41.489
37.52,76.039
37.53,62.072
37.54,42.554
37.55,23.221
37.56,7.866
37.57,-2.392
37.58,-8.604
37.59,-12.834
37.6,-28.584
37.61,-34.41
37.62,-37.367
37.63,-34.863
37.64,-25.551
37.65,-10.693
37.66,5.441
37.67,16.838
37.68,-7.036
37.69,-22.201
37.7,-28.115
37.71,-20.377
37.72,-0.783
37.73,23.393
37.74,42.895
37.75,50.914
37.76,20.039
37.77,14.21
37.78,19.874
37.79,36.316
37.8,58.751
37.81,80.488
37.82,95.425
37.83,99.934
37.84,60.356
37.85,41.855
37.86,26.578
37.87,15.615
37.88,8.348
37.89,3.423
37.9,-0.068
37.91,-1.861
37.92,15.313
37.93,29.04
37.94,43.21
37.95,54.471
37.96,60.443
37.97,60.718
37.98,57.004
37.99,52.365
38,58.856
38.01,69.124
38.02,80.037
38.03,88.147
38.04,90.206
38.05,84.035
38.06,69.209
38.07,47.295
38.08,-28.436
38.09,-48.104
38.1,-63.689
38.11,-75.289
38.12,-81.936
38.13,-81.158
38.14,-69.957
38.15,-46.903
38.16,52.879
38.17,70.403
38.18,70.655
38.19,55.3
38.2,30.67
38.21,4.876
38.22,-15.436
38.23,-27.095
38.24,-22.613
38.25,-16.508
38.26,-11.2
38.27,-7.88
38.28,-7.667
38.29,-11.375
38.3,-19.04
38.31,-29.654
38.32,-60.287
38.33,-64.597
38.34,-64.572
38.35,-60.255
38.36,-52.381
38.37,-42.527
38.38,-32.99
38.39,-26.202
38.4,-31.819
38.41,-38.777
38.42,-45.033
38.43,-49.449
38.44,-51.768
38.45,-52.127
38.46,-50.494
38.47,-46.513
38.48,-20.703
38.49,-11.681
38.5,-6.249
38.51,-6.45
38.52,-13.209
38.53,-25.922
38.54,-42.338
38.55,-58.803
38.56,-68.058
38.57,-51.088
38.58,-27.033
38.59,-0.901
38.6,22.093
38.61,38.184
38.62,45.985
38.63,46.358
38.64,24.861
38.65,16.401
38.66,9.577
38.67,5.913
38.68,7.081
38.69,14.326
38.7,27.684
38.71,45.462
38.72,88.95
38.73,88.954
38.74,80.509
38.75,66.273
38.76,49.975
38.77,34.831
38.78,22.328
38.79,12.046
38.8,-14.426
38.81,-18.22
38.82,-14.95
38.83,-3.491
38.84,14.059
38.85,32.627
38.86,46.069
38.87,49.814
38.88,11.196
38.89,-2.408
38.9,-8.908
38.91,-7.447
38.92,0.347
38.93,11.61
38.94,23.569
38.95,34.364
38.96,53.972
38.97,55.452
38.98,53.42
38.99,47.064
39,35.989
39.01,20.669
39.02,2.646
39.03,-15.682
39.04,-49.355
39.05,-50.606
39.06,-48.521
39.07,-45.143
39.08,-42.329
39.09,-41.303
39.1,-42.507
39.11,-45.667
39.12,-56.735
39.13,-56.872
39.14,-54.155
39.15,-49.283
39.16,-43.9
39.17,-40.06
39.18,-39.434
39.19,-42.615
39.2,-63.259
39.21,-67.868
39.22,-69.709
39.23,-69.231
39.24,-67.469
39.25,-65.485
39.26,-63.908
39.27,-62.745
39.28,-55.456
39.29,-49.68
39.3,-42.117
39.31,-33.45
39.32,-24.744
39.33,-17.255
39.34,-12.24
39.35,-10.756
39.36,-28.731
39.37,-37.114
39.38,-41.098
39.39,-36.708
39.4,-21.372
39.41,4.677
39.42,37.792
39.43,71.58
39.44,114.767
39.45,103.707
39.46,86.16
39.47,68.718
39.48,56.821
39.49,53.256
39.5,57.86
39.51,68.248
39.52,100.141
39.53,101.504
39.54,95.574
39.55,82.508
39.56,63.926
39.57,42.769
39.58,22.645
39.59,6.798
39.6,-5.333
39.61,-1.836
39.62,2.27
39.63,6.296
39.64,10.662
39.65,16.286
39.66,23.754
39.67,32.749
39.68,55.191
39.69,57.247
39.7,56.646
39.71,54.595
39.72,52.451
39.73,51.237
39.74,51.382
39.75,52.725
39.76,57.286
39.77,56.448
39.78,53.627
39.79,48.968
39.8,43.168
39.81,37.369
39.82,32.865
39.83,30.706
39.84,39.7
39.85,45.379
39.86,50.491
39.87,54.058
39.88,55.447
39.89,54.41
39.9,51.041
39.91,45.666
39.92,21.225
39.93,11.275
39.94,1.094
39.95,-8.491
39.96,-16.408
39.97,-21.653
39.98,-23.687
39.99,-22.672
40,-9.971
40.01,-5.32
40.02,-1.293
40.03,1.649
40.04,2.91
40.05,2.023
40.06,-0.851
40.07,-4.562
40.08,-0.792
40.09,9.265
40.1,22.159
40.11,35.276
40.12,46.127
40.13,53.219
40.14,56.393
40.15,56.554
40.16,50.462
40.17,47.662
40.18,43.988
40.19,39.253
40.2,33.983
40.21,29.485
40.22,27.424
40.23,28.975
40.24,44.916
40.25,44.43
40.26,37.263
40.27,24.444
40.28,9.462
40.29,-3.159
40.3,-9.866
40.31,-9.646
40.32,6.177
40.33,5.188
40.34,-0.905
40.35,-10.274
40.36,-20.092
40.37,-27.585
40.38,-30.729
40.39,-28.485
40.4,8.524
40.41,27.149
40.42,45.872
40.43,62.581
40.44,75.429
40.45,83.228
40.46,85.744
40.47,83.753
40.48,65.408
40.49,57.914
40.5,48.735
40.51,36.621
40.52,21.329
40.53,4.473
40.54,-10.535
40.55,-19.653
40.56,2.432
40.57,16.615
40.58,25.27
40.59,24.71
40.6,14.59
40.61,-2.125
40.62,-20.475
40.63,-35.444
40.64,-40.225
40.65,-33.778
40.66,-28.776
40.67,-27.217
40.68,-28.839
40.69,-31.247
40.7,-30.953
40.71,-24.948
40.72,25.555
40.73,41.927
40.74,50.948
40.75,50.495
40.76,41.106
40.77,25.813
40.78,9.281
40.79,-3.503
40.8,5.4
40.81,17.421
40.82,23.874
40.83,18.191
40.84,-2.918
40.85,-37.511
40.86,-78.253
40.87,-114.405
40.88,-112.599
40.89,-75.921
40.9,-36.341
40.91,-6.161
40.92,5.71
40.93,-3.452
40.94,-29.585
40.95,-63.513
40.96,-112.265
40.97,-95.552
40.98,-67.743
40.99,-37.692
41,-14.416
41.01,-4.347
41.02,-9.486
41.03,-26.954
41.04,-80.353
41.05,-76.032
41.06,-57.586
41.07,-29.388
41.08,1.716
41.09,28.74
41.1,46.744
41.11,54.045
41.12,34.698
41.13,25.532
41.14,17.998
41.15,12.022
41.16,7.366
41.17,4.48
41.18,4.687
41.19,9.574
41.2,51.74
41.21,66.685
41.22,76.265
41.23,78.682
41.24,74.501
41.25,66.377
41.26,57.974
41.27,52.623
41.28,66.544
41.29,78.437
41.3,91.372
41.31,104.125
41.32,115.741
41.33,125.185
41.34,131.032
41.35,131.459
41.36,86.939
41.37,59.302
41.38,31.166
41.39,7.657
41.4,-7.05
41.41,-11.161
41.42,-5.848
41.43,5.361
41.44,35.011
41.45,37.02
41.46,35.194
41.47,30.166
41.48,22.393
41.49,12.612
41.5,2.493
41.51,-5.179
41.52,12.73
41.53,32.235
41.54,52.632
41.55,68.684
41.56,76.151
41.57,72.976
41.58,59.674
41.59,38.959
41.6,-28.76
41.61,-43.852
41.62,-54.268
41.63,-60.859
41.64,-63.844
41.65,-62.026
41.66,-53.171
41.67,-35.651
41.68,39.835
41.69,49.05
41.7,40.403
41.71,15.497
41.72,-18.007
41.73,-49.248
41.74,-68.518
41.75,-70.994
41.76,-14.348
41.77,1.684
41.78,8.678
41.79,7.874
41.8,3.385
41.81,0.134
41.82,1.836
41.83,9.679
41.84,45.431
41.85,49.585
41.86,47.421
41.87,40.938
41.88,33.258
41.89,26.817
41.9,22.031
41.91,17.242
41.92,-14.478
41.93,-27.232
41.94,-35.128
41.95,-35.628
41.96,-29.215
41.97,-19.307
41.98,-10.599
41.99,-6.685
42,-14.824
42.01,-10.841
42.02,1.391
42.03,20.313
42.04,41.542
42.05,59.839
42.06,71.452
42.07,75.658
42.08,72.153
42.09,74.056
42.1,76.099
42.11,74.687
42.12,67.018
42.13,52.872
42.14,34.938
42.15,17.487
42.16,-7.743
42.17,-10.975
42.18,-16.15
42.19,-24.119
42.2,-33.629
42.21,-42.385
42.22,-48.585
42.23,-51.897
42.24,-54.651
42.25,-54.341
42.26,-52.034
42.27,-47.365
42.28,-41.474
42.29,-36.685
42.3,-35.213
42.31,-37.712
42.32,-47.494
42.33,-43.07
42.34,-34.458
42.35,-23.93
42.36,-13.651
42.37,-4.401
42.38,4.637
42.39,14.955
42.4,54.465
42.41,65.193
42.42,72.376
42.43,76.456
42.44,78.64
42.45,79.681
42.46,78.999
42.47,74.833
42.48,32.348
42.49,15.133
42.5,3.629
42.51,0.961
42.52,7.023
42.53,18.151
42.54,28.326
42.55,31.471
42.56,-17.138
42.57,-38.865
42.58,-51.991
42.59,-52.503
42.6,-40.985
42.61,-22.34
42.62,-3.741
42.63,8.278
42.64,-10.591
42.65,-24.792
42.66,-35.86
42.67,-41.867
42.68,-42.977
42.69,-40.544
42.7,-36.013
42.71,-30.222
42.72,-6.272
42.73,3.09
42.74,11.704
42.75,18.483
42.76,22.778
42.77,24.689
42.78,25.052
42.79,25.081
42.8,29.843
42.81,31.96
42.82,33.567
42.83,35.475
42.84,39.625
42.85,48.196
42.86,62.156
42.87,80.011
42.88,109.368
42.89,96.118
42.9,71.021
42.91,39.478
42.92,8.795
42.93,-14.287
42.94,-25.777
42.95,-25.561
42.96,0.443
42.97,-0.618
42.98,-10.712
42.99,-27.466
43,-46.277
43.01,-62.454
43.02,-73.383
43.03,-79.549
43.04,-94.485
43.05,-97.183
43.06,-90.351
43.07,-68.465
43.08,-30.892
43.09,16.077
43.1,60.627
43.11,89.932
43.12,43.715
43.13,6.11
43.14,-24.011
43.15,-40.651
43.16,-44.057
43.17,-38.665
43.18,-29.568
43.19,-19.74
43.2,16.166
43.21,29.782
43.22,39.679
43.23,42.147
43.24,35.319
43.25,20.235
43.26,0.595
43.27,-18.511
43.28,-32.675
43.29,-20.008
43.3,-2.871
43.31,13.955
43.32,25.806
43.33,29.525
43.34,24.517
43.35,13.047
43.36,-13.133
43.37,-5.838
43.38,10.656
43.39,33.211
43.4,57.176
43.41,77.745
43.42,91.228
43.43,95.853
43.44,64.909
43.45,45.887
43.46,25.127
43.47,3.969
43.48,-15.687
43.49,-31.244
43.5,-40.072
43.51,-40.725
43.52,-12.357
43.53,-5.927
43.54,-5.829
43.55,-11.656
43.56,-21.135
43.57,-31.272
43.58,-39.299
43.59,-43.014
43.6,-15.949
43.61,3.702
43.62,22.657
43.63,35.248
43.64,37.095
43.65,27.341
43.66,9.484
43.67,-9.905
43.68,-25.544
43.69,-17.221
43.7,-9.257
43.71,-5.198
43.72,-5.731
43.73,-9.183
43.74,-13.226
43.75,-16.558
43.76,-28.836
43.77,-35.582
43.78,-41.6
43.79,-44.413
43.8,-42.212
43.81,-34.676
43.82,-23.043
43.83,-9.567
43.84,18.451
43.85,17.947
43.86,11.114
43.87,-1.631
43.88,-18.558
43.89,-36.499
43.9,-51.225
43.91,-58.407
43.92,-15.939
43.93,12.551
43.94,39.298
43.95,58.531
43.96,66.469
43.97,62.292
43.98,48.18
43.99,28.493
44,-15.412
44.01,-14.978
44.02,-6.905
44.03,6.197
44.04,20.79
44.05,33.286
44.06,40.931
44.07,42.471
44.08,21.311
44.09,12.686
44.1,5.495
44.11,-0.51
44.12,-5.938
44.13,-10.736
44.14,-13.536
44.15,-11.882
44.16,34.554
44.17,57.94
44.18,77.746
44.19,90.126
44.2,94.107
44.21,91.781
44.22,86.926
44.23,82.808
44.24,72.618
44.25,61.716
44.26,45.295
44.27,26.075
44.28,8.375
44.29,-3.896
44.3,-8.962
44.31,-7.753
44.32,4.591
44.33,5.138
44.34,4.246
44.35,3.175
44.36,2.629
44.37,2.44
44.38,1.924
44.39,0.583
44.4,-3.368
44.41,-1.97
44.42,0.48
44.43,2.387
44.44,2.001
44.45,-1.607
44.46,-7.918
44.47,-15.039
44.48,-19.776
44.49,-14.129
44.5,-7.656
44.51,-3.045
44.52,-2.309
44.53,-5.963
44.54,-12.65
44.55,-19.334
44.56,-4.786
44.57,14.346
44.58,34.126
44.59,47.098
44.6,46.829
44.61,30.985
44.62,3.065
44.63,-28.34
44.64,-55.118
44.65,-36.239
44.66,-15.35
44.67,-2.349
44.68,-2.973
44.69,-16.465
44.7,-36.242
44.71,-53.038
44.72,-30.188
44.73,-4.142
44.74,19.424
44.75,33.898
44.76,36.467
44.77,28.951
44.78,16.989
44.79,7.907
44.8,43.474
44.81,72.384
44.82,100.212
44.83,120.887
44.84,131.066
44.85,130.787
44.86,122.696
44.87,110.437
44.88,72.376
44.89,61.049
44.9,50.012
44.91,39.333
44.92,29.33
44.93,20.284
44.94,12.26
44.95,5.16
44.96,-10.469
44.97,-13.105
44.98,-14.18
44.99,-13.729
45,-11.809
45.01,-8.379
45.02,-3.298
45.03,3.511
45.04,30.503
45.05,38.939
45.06,45.686
45.07,50.334
45.08,52.826
45.09,53.334
45.1,52.107
45.11,49.367
45.12,33.359
45.13,25.43
45.14,15.982
45.15,4.909
45.16,-7.629
45.17,-21.015
45.18,-34.136
45.19,-45.525
45.2,-55.995
45.21,-49.583
45.22,-38.88
45.23,-25.258
45.24,-10.636
45.25,2.676
45.26,12.306
45.27,16.352
45.28,-3.858
45.29,-12.612
45.3,-15.693
45.31,-10.332
45.32,3.604
45.33,23.229
45.34,43.389
45.35,58.344
45.36,43.065
45.37,22.568
45.38,1.129
45.39,-17.713
45.4,-32.198
45.41,-42.131
45.42,-48.004
45.43,-50.135
45.44,-33.294
45.45,-22.01
45.46,-11.064
45.47,-2.626
45.48,2.164
45.49,3.519
45.5,2.537
45.51,0.292
45.52,-13.622
45.53,-21.119
45.54,-28.015
45.55,-31.542
45.56,-29.171
45.57,-19.863
45.58,-4.691
45.59,13.479
45.6,53.514
45.61,56.474
45.62,54.804
45.63,50.013
45.64,43.702
45.65,37.305
45.66,31.972
45.67,28.51
45.68,31.061
45.69,34.842
45.7,38.819
45.71,42.148
45.72,44.044
45.73,43.87
45.74,41.281
45.75,36.377
45.76,15.197
45.77,8.898
45.78,3.626
45.79,-0.85
45.8,-4.814
45.81,-8.259
45.82,-10.777
45.83,-11.763
45.84,-4.177
45.85,-0.203
45.86,3.001
45.87,5.016
45.88,5.897
45.89,5.906
45.9,5.178
45.91,3.558
45.92,-8.453
45.93,-13.84
45.94,-18.854
45.95,-23.266
45.96,-27.384
45.97,-31.645
45.98,-35.882
45.99,-38.799
46,-19.408
46.01,-2.864
46.02,13.207
46.03,23.363
46.04,23.562
46.05,13.095
46.06,-4.867
46.07,-24.422
46.08,-40.35
46.09,-27.791
46.1,-11.598
46.11,3.371
46.12,13.24
46.13,16.032
46.14,11.989
46.15,3.328
46.16,-16.428
46.17,-13.8
46.18,-7.889
46.19,-1.933
46.2,1.015
46.21,-0.475
46.22,-5.661
46.23,-12.221
46.24,-21.487
46.25,-21.944
46.26,-23.863
46.27,-28.3
46.28,-34.993
46.29,-42.492
46.3,-48.63
46.31,-51.046
46.32,-19.757
46.33,2.732
46.34,26.588
46.35,47.277
46.36,60.922
46.37,65.763
46.38,62.795
46.39,55.171
46.4,37.269
46.41,37.528
46.42,40.707
46.43,46.859
46.44,56.425
46.45,69.395
46.46,84.366
46.47,98.307
46.48,100.824
46.49,85.857
46.5,67.063
46.51,48.165
46.52,31.82
46.53,19.037
46.54,9.557
46.55,2.765
46.56,0.086
46.57,7.091
46.58,17.648
46.59,29.882
46.6,41.216
46.61,49.189
46.62,52.242
46.63,50.139
46.64,24.955
46.65,14.648
46.66,4.193
46.67,-6.475
46.68,-16.955
46.69,-25.956
46.7,-31.464
46.71,-31.507
46.72,1.213
46.73,14.832
46.74,23.885
46.75,26.046
46.76,20.871
46.77,9.768
46.78,-4.53
46.79,-18.721
46.8,-33.966
46.81,-26.708
46.82,-15.137
46.83,-1.878
46.84,10.408
46.85,19.782
46.86,25.429
46.87,27.558
46.88,20.059
46.89,14.503
46.9,7.902
46.91,0.879
46.92,-5.578
46.93,-10.325
46.94,-12.35
46.95,-11.002
46.96,12.404
46.97,23.604
46.98,33.751
46.99,41.043
47,44.314
47.01,43.471
47.02,39.519
47.03,34.075
47.04,19.339
47.05,14.408
47.06,8.24
47.07,0.747
47.08,-7.34
47.09,-14.742
47.1,-20.131
47.11,-22.56
47.12,-10.92
47.13,-2.308
47.14,7.497
47.15,17.818
47.16,28.057
47.17,37.633
47.18,45.857
47.19,51.844
47.2,47.092
47.21,37.084
47.22,24.579
47.23,11.76
47.24,0.948
47.25,-5.94
47.26,-7.73
47.27,-4.079
47.28,31.774
47.29,46.225
47.3,58.027
47.31,65.082
47.32,66.174
47.33,61.233
47.34,51.2
47.35,37.608
47.36,-8.497
47.37,-20.726
47.38,-29.02
47.39,-32.31
47.4,-30.269
47.41,-23.582
47.42,-13.871
47.43,-3.272
47.44,15.938
47.45,15.63
47.46,12.646
47.47,8.262
47.48,3.902
47.49,0.657
47.5,-1.166
47.51,-2.193
47.52,-10.574
47.53,-14.395
47.54,-15.37
47.55,-11.181
47.56,-1.103
47.57,13.277
47.58,28.441
47.59,40.301
47.6,37.212
47.61,27.226
47.62,17.065
47.63,8.293
47.64,1.124
47.65,-5.032
47.66,-10.712
47.67,-15.787
47.68,-19.147
47.69,-15.189
47.7,-10.072
47.71,-5.206
47.72,-1.51
47.73,0.945
47.74,2.768
47.75,4.675
47.76,9.47
47.77,7.954
47.78,4.144
47.79,-1.163
47.8,-6.631
47.81,-11.067
47.82,-13.991
47.83,-15.728
47.84,-19.685
47.85,-20.539
47.86,-20.423
47.87,-19.389
47.88,-18.13
47.89,-17.588
47.9,-18.282
47.91,-19.809
47.92,-15.251
47.93,-7.216
47.94,3.311
47.95,14.445
47.96,24.109
47.97,30.631
47.98,33.089
47.99,31.36
48,8.667
48.01,-0.528
48.02,-8.167
48.03,-13.001
48.04,-14.143
48.05,-11.25
48.06,-4.677
48.07,4.465
48.08,29.913
48.09,33.604
48.1,35.507
48.11,37.592
48.12,41.809
48.13,48.917
48.14,57.781
48.15,65.61
48.16,56.847
48.17,43.335
48.18,29.009
48.19,16.636
48.2,7.18
48.21,-0.309
48.22,-7.678
48.23,-16.183
48.24,-38.377
48.25,-38.381
48.26,-34.282
48.27,-28.44
48.28,-23.754
48.29,-22.167
48.3,-23.721
48.31,-26.662
48.32,-23.343
48.33,-17.628
48.34,-12.515
48.35,-9.637
48.36,-9.093
48.37,-9.333
48.38,-7.95
48.39,-2.945
48.4,30.279
48.41,39.72
48.42,44.449
48.43,43.861
48.44,38.663
48.45,30.287
48.46,20.24
48.47,9.716
48.48,-16.426
48.49,-20.716
48.5,-21.622
48.51,-18.88
48.52,-12.691
48.53,-3.705
48.54,7.043
48.55,18.189
48.56,39.1
48.57,39.181
48.58,37.008
48.59,34.798
48.6,34.81
48.61,38.318
48.62,44.967
48.63,52.891
48.64,62.507
48.65,58.837
48.66,53.542
48.67,48.052
48.68,43.017
48.69,38.232
48.7,33.069
48.71,27.087
48.72,7.762
48.73,3.239
48.74,0.304
48.75,-1.251
48.76,-1.824
48.77,-1.799
48.78,-1.45
48.79,-0.938
48.8,0.884
48.81,1.417
48.82,1.608
48.83,0.931
48.84,-1.345
48.85,-5.866
48.86,-12.69
48.87,-20.812
48.88,-27.737
48.89,-16.065
48.9,2.793
48.91,25.44
48.92,47.015
48.93,62.898
48.94,70.433
48.95,69.872
48.96,52.25
48.97,51.022
48.98,52.48
48.99,54.27
49,53.982
49.01,50.327
